name	CD_1	CD_2	CD_3	CD_4	CD_5	CD_6	CD_7	CD_8	CD_9	CD_10	CD_11	CD_12	CD_13	CD_14	CT_11	CT_12	CT_13	CT_14	CT_15	CT_16	CT_17	CT_18	CT_19	CT_20	CT_21	CT_22	CT_23	CT_24	CT_25	CT_26	CT_27	CT_28	CT_1	CT_2	CT_3	CT_4	CT_5	CT_6	CT_7	CT_8	CT_9	CD_28	CD_15	CD_16	CD_17	CD_18	CD_19	CD_20	CD_21	CD_22	CD_29	CD_30	CD_31	CD_32	CT_10	CD_23	CD_24	CD_25	CD_26	CD_27
g__[Ruminococcus]_gnavus_group	85	3952	369	6721	6686	481	79	945	468	113	12944	121	15881	124	923	192	94	117	1728	187	2677	916	252	477	1318	211	677	2603	1668	83	5102	1578	355	565	1504	255	2105	257	267	213	274	91	22	304	173	891	42	98	1002	52	247	453	83	207	431	830	272	166	1446	182
g__[Ruminococcus]_gauvreauii_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	42	0	120	0	0	140	0	0	0	348	18	13	0	0	120	366	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	129
g__[Eubacterium]_xylanophilum_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	2	5	8	0	4	5	83	0	0	0	0	0	0	0
g__[Eubacterium]_ventriosum_group	0	0	35	0	0	0	0	0	8	0	0	0	53	0	0	42	11	50	24	86	9	15	12	79	9	1594	273	31	0	8	6	29	25	6	8	0	25	496	0	22	42	10	0	46	0	2	1	18	86	0	0	8	21	3	0	0	0	0	0	0
g__[Eubacterium]_siraeum_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	144	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__[Eubacterium]_ruminantium_group	0	0	0	2	0	0	0	0	0	0	0	0	3	0	16	22	15	30	60	41	16	28	15	39	16	1706	40	54	55	5	15	29	10	0	6	0	0	821	29	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__[Eubacterium]_hallii_group	9	32	358	37	13	172	7	11	41	14	28	14	32	14	45	565	356	793	124	107	76	109	83	541	282	943	363	218	383	159	56	323	480	28	613	136	1296	970	465	240	491	191	3	14	12	9	289	30	184	21	10	44	40	27	1339	9	301	11	17	31
g__[Eubacterium]_fissicatena_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
g__[Eubacterium]_eligens_group	0	0	16	6	0	223	0	0	11	12	10	6	16	13	0	58	0	36	54	48	0	29	10	95	20	366	4132	73	45	0	19	94	79	22	18	23	27	123	54	24	142	82	13	90	106	58	111	527	305	54	137	1476	213	69	18	0	44	6	21	2962
g__[Eubacterium]_coprostanoligenes_group	3	15	28	8	1	54	11	10	26	16	11	9	255	4	27	432	30	337	206	352	38	51	54	462	24	551	64	107	66	17	39	25	41	22	15	17	27	563	1264	96	189	18	2	13	18	8	323	52	42	12	15	37	351	21	21	17	4031	17	10	24
g__[Eubacterium]_brachy_group	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	18	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
g__[Clostridium]_innocuum_group	2	245	7	83	0	5	14	14	3	12	9	1862	113	14	103	3	10	9	31	5	25	15	0	4	7	28	3	59	9	1	42	6	0	19	0	17	12	14	11	1	8	0	0	21	0	0	0	0	0	0	0	0	0	0	11	0	15	6	35	0
